2.0	0.0	30.0828210484
2.0	0.1	30.0385622955
2.0	0.2	30.0356798715
2.0	0.3	30.0330077935
2.0	0.4	30.0332541674
2.0	0.5	30.0385929255
2.0	0.6	30.0351309024
2.0	0.7	30.0370038804
2.0	0.8	30.0351623373
2.0	0.9	30.0317974281
2.0	1.0	30.0348720635
2.0	1.1	30.0343225517
2.0	1.2	30.0338583464
2.0	1.3	30.0318184109
2.0	1.4	30.032382866
2.0	1.5	30.0310731547
2.0	1.6	30.0292102893
2.0	1.7	30.029699918
2.0	1.8	30.0222176982
2.0	1.9	30.0225096176
2.0	2.0	30.0188324547
2.0	2.1	30.0179644545
2.0	2.2	30.0113777038
2.0	2.3	30.0078958272
2.0	2.4	30.0069246643
2.0	2.5	30.0031210794
2.0	2.6	29.9987409432
2.0	2.7	30.0004955573
2.0	2.8	30.0045016334
2.0	2.9	29.9993684261
2.0	3.0	29.9970480556
2.0	3.1	29.9959849119
2.0	3.2	30.0034949606
2.0	3.3	29.9971746807
2.0	3.4	30.0000726931
2.0	3.5	29.9974295206
2.0	3.6	30.0027350001
2.0	3.7	30.0020052283
2.0	3.8	30.0009205483
2.0	3.9	30.000099145
2.0	4.0	30.0092700303
2.0	4.1	30.0022880043
2.0	4.2	30.0026322833
2.0	4.3	30.0049434751
2.0	4.4	30.0015447897
2.0	4.5	30.0069895749
2.0	4.6	30.0008368812
2.0	4.7	30.0017557396
2.0	4.8	30.0007709674
2.0	4.9	30.0069382316
2.0	5.0	30.0011843385
2.0	5.1	30.0061030493
2.0	5.2	30.0009870516
2.0	5.3	30.0020281626
2.0	5.4	30.0025813993
2.0	5.5	30.0030490845
2.0	5.6	30.0013379068
2.0	5.7	30.0004764805
2.0	5.8	30.0058887921
2.0	5.9	30.0019774187
2.0	6.0	30.0014062386
2.0	6.1	30.0030473475
2.0	6.2	30.0017857715
2.0	6.3	30.00154604
2.0	6.4	30.0009149372
2.0	6.5	30.0018729227
2.0	6.6	30.0116506646
2.0	6.7	30.0003067207
2.0	6.8	29.999257354
2.0	6.9	30.0015531806
2.0	7.0	30.0018654299
2.0	7.1	30.0013996885
2.0	7.2	30.0006189143
2.0	7.3	30.0045493108
2.0	7.4	30.000302903
2.0	7.5	30.0000669034
2.0	7.6	30.0005999787
2.0	7.7	29.9991916085
2.0	7.8	30.0020019993
2.0	7.9	30.0044094931
2.0	8.0	30.0028711078
2.0	8.1	30.0014634495
2.0	8.2	30.0012196917
2.0	8.3	30.0139784191
2.0	8.4	29.9999911288
2.0	8.5	30.002084393
2.0	8.6	30.0022134511
2.0	8.7	29.9988270801
2.0	8.8	30.0023081236
2.0	8.9	30.0027154683
2.0	9.0	30.0034565557
2.0	9.1	30.002097972
2.0	9.2	30.002029583
2.0	9.3	30.0004781827
2.0	9.4	30.0040794028
2.0	9.5	29.9989492168
2.0	9.6	30.0003828199
2.0	9.7	30.0076273639
2.0	9.8	30.0007032775
2.0	9.9	30.0015641423
2.0	10.0	30.001648158
2.0	10.1	30.002064301
2.0	10.2	30.0011441517
2.0	10.3	30.0011251186
2.0	10.4	30.0004074237
2.0	10.5	30.0032300758
2.0	10.6	30.0016175422
2.0	10.7	30.0027992826
2.0	10.8	29.9991751635
2.0	10.9	30.0006619391
2.0	11.0	29.999531868
2.0	11.1	30.0027065593
2.0	11.2	30.0021771263
2.0	11.3	30.0003364599
2.0	11.4	29.9999222017
2.0	11.5	29.9999530507
2.0	11.6	29.9982817351
2.0	11.7	30.0013356514
2.0	11.8	29.9958470214
2.0	11.9	29.9958980118
2.0	12.0	29.9917479108
1.9	0.0	30.1540852426
1.9	0.1	30.1224019374
1.9	0.2	30.1207164147
1.9	0.3	30.1188438216
1.9	0.4	30.1189591244
1.9	0.5	30.1226443436
1.9	0.6	30.1198039427
1.9	0.7	30.1206375863
1.9	0.8	30.1186226213
1.9	0.9	30.1151896566
1.9	1.0	30.1160753624
1.9	1.1	30.1139416939
1.9	1.2	30.1115174755
1.9	1.3	30.1075434207
1.9	1.4	30.1049496518
1.9	1.5	30.100685241
1.9	1.6	30.0956040023
1.9	1.7	30.0918677658
1.9	1.8	30.0821648984
1.9	1.9	30.0777855663
1.9	2.0	30.0702700109
1.9	2.1	30.0645394048
1.9	2.2	30.0544618985
1.9	2.3	30.046365424
1.9	2.4	30.0398658945
1.9	2.5	30.0312629925
1.9	2.6	30.0223100911
1.9	2.7	30.0180047431
1.9	2.8	30.0156888539
1.9	2.9	30.0073819909
1.9	3.0	30.0018234115
1.9	3.1	29.9979485638
1.9	3.2	30.000977248
1.9	3.3	29.9948330434
1.9	3.4	29.9959558523
1.9	3.5	29.9936668011
1.9	3.6	29.9975131731
1.9	3.7	29.9973438737
1.9	3.8	29.9971331948
1.9	3.9	29.997154022
1.9	4.0	30.0043945682
1.9	4.1	29.9999695491
1.9	4.2	30.0007754632
1.9	4.3	30.0028452859
1.9	4.4	30.0007812405
1.9	4.5	30.004888106
1.9	4.6	30.0006669673
1.9	4.7	30.0014132006
1.9	4.8	30.000746825
