2.0	0.0	45.2300442418
2.0	0.1	45.0220182668
2.0	0.2	44.9924979906
2.0	0.3	44.9809880436
2.0	0.4	45.0053079697
2.0	0.5	45.0617038547
2.0	0.6	45.0329624362
2.0	0.7	45.0699855557
2.0	0.8	45.0058922218
2.0	0.9	44.9699910395
2.0	1.0	45.0151035934
2.0	1.1	45.0322528877
2.0	1.2	45.0268407728
2.0	1.3	44.9865371076
2.0	1.4	45.0352282904
2.0	1.5	45.0048669645
2.0	1.6	45.0074695037
2.0	1.7	45.0607675946
2.0	1.8	44.977469155
2.0	1.9	45.0195341311
2.0	2.0	45.0308036215
2.0	2.1	45.0552253659
2.0	2.2	45.0242373477
2.0	2.3	45.0193684824
2.0	2.4	45.0787664912
2.0	2.5	45.0615728122
2.0	2.6	45.0437565643
2.0	2.7	45.0633542354
2.0	2.8	45.1190377439
2.0	2.9	45.1015240904
2.0	3.0	45.0481962376
2.0	3.1	45.0283622794
2.0	3.2	45.1090400469
2.0	3.3	45.0325247858
2.0	3.4	45.0616812034
2.0	3.5	45.0246881985
2.0	3.6	45.0888156015
2.0	3.7	45.0582972183
2.0	3.8	45.0320321974
2.0	3.9	45.028693536
2.0	4.0	45.1234106052
2.0	4.1	45.058720566
2.0	4.2	45.0483103793
2.0	4.3	45.0827893683
2.0	4.4	45.0223900555
2.0	4.5	45.12646733
2.0	4.6	45.0276986187
2.0	4.7	45.0408204386
2.0	4.8	45.0329352167
2.0	4.9	45.1307678365
2.0	5.0	45.0353134104
2.0	5.1	45.0992888607
2.0	5.2	45.0298982127
2.0	5.3	45.0509235765
2.0	5.4	45.0499416205
2.0	5.5	45.089801467
2.0	5.6	45.0435776424
2.0	5.7	45.041656905
2.0	5.8	45.0869556742
2.0	5.9	45.040078896
2.0	6.0	45.0622331548
2.0	6.1	45.0810667459
2.0	6.2	45.0354610988
2.0	6.3	45.0414978249
2.0	6.4	45.0281741061
2.0	6.5	45.0459891536
2.0	6.6	45.1486079618
2.0	6.7	45.0249854036
2.0	6.8	45.000222018
2.0	6.9	45.0317988233
2.0	7.0	45.0664098795
2.0	7.1	45.0379040583
2.0	7.2	45.0318705711
2.0	7.3	45.0707276771
2.0	7.4	45.0632118041
2.0	7.5	45.0101418975
2.0	7.6	45.0236480471
2.0	7.7	45.0113198793
2.0	7.8	45.0596374535
2.0	7.9	45.0895146762
2.0	8.0	45.0595629149
2.0	8.1	45.0326739082
2.0	8.2	45.0465709898
2.0	8.3	45.1707060536
2.0	8.4	45.0046604985
2.0	8.5	45.0428012051
2.0	8.6	45.0505234873
2.0	8.7	45.0279950264
2.0	8.8	45.0688414485
2.0	8.9	45.0602066858
2.0	9.0	45.0866062648
2.0	9.1	45.0512073142
2.0	9.2	45.0544875056
2.0	9.3	45.0461396433
2.0	9.4	45.1060071618
2.0	9.5	45.0219913094
2.0	9.6	45.0312022145
2.0	9.7	45.1011877
2.0	9.8	45.0167484988
2.0	9.9	45.0525522791
2.0	10.0	45.0516880661
2.0	10.1	45.0646447162
2.0	10.2	45.0383819839
2.0	10.3	45.0600097333
2.0	10.4	45.0352526106
2.0	10.5	45.0743105384
2.0	10.6	45.0435839611
2.0	10.7	45.0944338869
2.0	10.8	45.0283421645
2.0	10.9	45.0467158713
2.0	11.0	45.0349402626
2.0	11.1	45.0793900779
2.0	11.2	45.0818307034
2.0	11.3	45.0371915126
2.0	11.4	45.0417794009
2.0	11.5	45.0451888528
2.0	11.6	45.0187055381
2.0	11.7	45.0763125074
2.0	11.8	45.0387106708
2.0	11.9	45.0771667733
2.0	12.0	45.039461832
1.9	0.0	45.2050303386
1.9	0.1	45.0348253061
1.9	0.2	45.0111100746
1.9	0.3	45.0017623097
1.9	0.4	45.0212930692
1.9	0.5	45.0669169724
1.9	0.6	45.0441864008
1.9	0.7	45.0742689043
1.9	0.8	45.0237818427
1.9	0.9	44.995514587
1.9	1.0	45.0321491547
1.9	1.1	45.0460970562
